item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:gemma4-31b-mtplx.verbalised::status,local:gemma4-31b-mtplx.verbalised::level,local:gemma4-31b-mtplx.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
36:306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:312,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:314,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:34,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
36:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:42,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,question,,ok,reflection,,ok,question,
36:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:46,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
36:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
36:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:54,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
36:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:66,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:68,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
36:76,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,other,
36:78,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
36:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:80,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
36:82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
36:84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
36:86,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,reflection,,ok,other,,ok,reflection,,ok,other,
36:88,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
36:90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
36:96,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
36:98,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
37:0,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
37:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:12,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
37:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:22,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
37:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
37:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:30,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,other,,ok,reflection,,ok,question,,ok,question,
37:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
37:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
37:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
38:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:14,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:24,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:38,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:58,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:6,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:60,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
38:62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:66,,ok,question,,ok,question,,ok,question,,,,,ok,reflection,,ok,question,,ok,question,,ok,question,,ok,question,,ok,reflection,
38:67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
38:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
38:81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
38:89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
38:91,,ok,question,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,question,
38:93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
39:16,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
39:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:20,,ok,other,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
39:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:24,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
39:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:32,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
39:34,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
39:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:40,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,reflection,,ok,reflection,,ok,reflection,,ok,other,
39:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
39:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
39:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
39:51,,ok,other,,ok,other,,ok,reflection,,,,,ok,other,,ok,other,,ok,other,,ok,reflection,,ok,reflection,,ok,reflection,
39:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
39:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
39:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
39:63,,ok,other,,ok,other,,ok,other,,,,,ok,therapist_input,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
39:65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
39:67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
39:69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
39:71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
39:8,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
3:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
3:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
3:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
3:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
3:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
3:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
3:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
40:1,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
40:11,,ok,therapist_input,,ok,reflection,,ok,question,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
40:13,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
40:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
40:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
40:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
40:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
40:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
40:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
40:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:22,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
41:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:26,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
41:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:41,,ok,therapist_input,,ok,therapist_input,,ok,reflection,,,,,,,,,,,ok,therapist_input,,ok,reflection,,ok,reflection,,ok,therapist_input,
41:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:53,,ok,question,,ok,question,,ok,reflection,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
41:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:57,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
41:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:63,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
41:65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
41:71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
41:79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
41:8,,ok,therapist_input,,ok,reflection,,ok,therapist_input,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,other,
41:81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
41:83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
42:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
42:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
42:13,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
42:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
42:5,,ok,reflection,,ok,question,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,question,
42:7,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
42:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:0,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
43:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:18,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
43:2,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
43:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:25,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
43:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:33,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
43:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
43:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
43:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
43:49,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
43:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
43:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
44:0,,ok,other,,ok,therapist_input,,ok,other,,,,,,,,,,,ok,other,,ok,therapist_input,,ok,therapist_input,,ok,other,
44:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:106,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
44:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:110,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
44:112,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
44:114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:120,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,therapist_input,,ok,reflection,,ok,therapist_input,,ok,therapist_input,
44:122,,ok,reflection,,ok,therapist_input,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
44:124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
44:126,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:132,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:136,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
44:138,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:140,,ok,question,,ok,therapist_input,,ok,question,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
44:142,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:144,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
44:146,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
44:148,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
44:152,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:154,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
44:156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
44:16,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
44:160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
44:162,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
44:164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
44:166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
44:170,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
44:172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
44:18,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
44:2,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
44:20,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
44:22,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
